고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,납입총보험료,신용등급(최소),신용등급(최대),결혼여부,배우자직업그룹코드1,배우자직업그룹코드2,자녀수,막내자녀연령,최대보험료연월,최대보험료,고객추정소득,추정가구소득1,추정가구소득2
17325,1,N,1,52,9277,12,N,200312,서울,6.제조업,운전직,4039818,7,7,Y,1.주부,주부,2,17,200612,119840,4949,6793,4949
17329,1,N,1,50,8496,12,N,200401,서울,5.서비스,3차산업 종사자,4048800,,,Y,1.주부,주부,3,12,201006,136048,3930,7034,3930
17330,2,,1,14,39000,12,N,200401,대구,8.기타,학생,4200000,,,N,,,0,0,201507,35000,,8214,8214
17331,1,N,2,51,10833,20,N,200401,전남,1.주부,주부,9509560,6,6,Y,6.제조업,2차산업 종사자,2,21,201601,157607,0,6911,4970
17333,1,N,2,42,20519,99,N,200401,서울,3.사무직,단순 사무직,17649465,,,Y,3.사무직,사무직,0,0,200402,120450,3341,0,7302
17335,1,N,2,33,37638,20,N,200401,광주,1.주부,주부,13775141,5,99,N,,,0,0,201604,581487,0,10449,10341
17338,1,N,2,50,5315,13,N,,,,,6924069,0,0,,,,,,200503,208260,,5796,
17339,1,Y,1,29,19305,20,N,200402,광주,5.서비스,예체능계 종사자,22400000,6,6,N,,,0,0,201606,350000,4356,5781,4356
17340,1,N,1,63,2479,12,N,200402,부산,5.서비스,3차산업 종사자,12350404,6,6,Y,1.주부,주부,0,0,200402,83720,,3658,4405
17341,1,Y,1,35,23888,20,N,200402,광주,3.사무직,사무직,8821636,6,6,Y,1.주부,주부,1,6,200912,112780,3971,7919,3971
17343,1,N,1,47,5972,30,N,200402,인천,6.제조업,운전직,24209673,,,N,,,0,0,200408,164100,4311,3216,4311
17345,1,N,1,44,2777,20,N,200402,전남,6.제조업,2차산업 종사자,17661229,7,7,N,,,0,0,200605,144500,3965,2549,3965
17347,1,N,2,37,3505,20,N,200402,경북,2.자영업,자영업,12569428,,,Y,2.자영업,자영업,0,0,200403,155920,3120,2683,7381
17348,1,N,2,41,11291,20,Y,200402,전북,4.전문직,의료직 종사자,119740788,1,99,Y,4.전문직,의료직 종사자,2,9,201506,2925643,4379,4261,9224
17349,1,N,1,51,23333,20,N,200402,경남,3.사무직,사무직,3736755,6,6,Y,4.전문직,교육관련직,3,19,201407,188052,4465,7906,9689
17350,1,N,2,26,17361,20,N,200402,대구,4.전문직,교사,5311752,6,6,N,,,0,0,201606,100000,3044,7924,3044
17353,1,N,1,57,10831,99,N,200403,경남,3.사무직,기업/단체 임원,5869214,6,6,Y,4.전문직,대학교수/강사,2,16,200405,49400,8153,0,14497
17355,1,N,1,37,9861,30,N,200403,전남,8.기타,학생,12292077,,,N,,,0,0,200604,79250,0,0,0
17356,1,N,2,63,12083,20,N,200403,부산,1.주부,주부,17690290,,,N,,,0,0,200503,131380,,5432,5392
17357,1,N,1,38,38319,20,N,200403,울산,5.서비스,2차산업 종사자,15601240,,,Y,1.주부,주부,0,0,200611,106450,4016,8782,4016
17360,1,N,2,56,45000,20,N,200403,서울,2.자영업,자영업,23558073,,,Y,2.자영업,자영업,1,23,201209,161700,4732,9733,9818
17362,1,N,2,43,0,,N,200403,대구,4.전문직,교육관련직,20554377,6,6,Y,3.사무직,사무직,2,12,201101,291742,3274,0,8973
17365,1,N,2,61,35833,20,N,200404,충북,1.주부,주부,20317637,,,Y,6.제조업,2차산업 종사자,0,0,200404,211510,,10353,5109
17366,1,N,1,56,4468,11,N,200404,제주,5.서비스,2차산업 종사자,5864700,8,8,Y,1.주부,주부,1,13,200612,375300,4291,4692,4291
17367,1,N,2,36,13333,20,N,200404,전남,3.사무직,단순 사무직,13208066,,,N,,,0,0,200709,127050,3090,0,3090
17369,1,N,2,34,7570,50,N,200404,경기,8.기타,학생,12545548,,,N,,,0,0,200404,86200,0,2399,2399
17371,1,N,2,35,12875,30,N,200404,경기,1.주부,주부,12454677,6,6,N,,,0,0,201606,135835,0,4375,4276
17372,1,N,1,68,6388,30,N,200404,대전,2.자영업,자영업,11708125,,,Y,1.주부,주부,0,0,201606,89375,,3534,3518
17375,1,N,2,57,24305,20,N,200404,충남,5.서비스,2차산업 종사자,21966203,6,6,Y,,,1,33,201602,944794,3253,9652,3253
17376,2,,1,35,8750,30,N,200404,인천,3.사무직,3차산업 종사자,13351540,3,7,N,,,0,0,201409,156496,3159,3567,3159
17377,1,N,1,40,16250,20,N,200405,대구,6.제조업,2차산업 종사자,20904087,,,N,,,0,0,201206,175120,4271,4024,4271
17379,1,N,2,37,20138,20,N,200405,경기,1.주부,주부,20061129,6,6,N,,,0,0,201606,175097,0,5287,5225
17380,1,N,1,50,0,,N,200405,제주,3.사무직,사무직,11400000,2,99,Y,3.사무직,사무직,2,19,201606,100000,5821,0,14095
17381,1,N,1,38,18025,99,N,200405,충남,3.사무직,공무원,8544448,6,6,N,,,0,0,201505,200000,4035,0,4035
17382,1,N,1,39,8194,30,N,200405,서울,3.사무직,사무직,8370150,,,N,,,0,0,200405,150950,4163,4107,4163
17384,1,N,2,63,17638,20,N,200406,부산,6.제조업,2차산업 종사자,9344280,,,N,,,0,0,200408,66000,,6307,6244
17385,1,N,2,31,5669,40,Y,200406,강원,3.사무직,3차산업 종사자,2310377,6,6,N,,,0,0,201203,387876,2917,4679,2917
17386,1,N,2,65,7522,99,N,200406,충남,2.자영업,자영업,19013102,,,N,,,0,0,200812,319387,,0,0
17387,2,,1,47,2798,12,N,200406,광주,3.사무직,공무원,255600,,,Y,2.자영업,3차산업 종사자,1,17,200705,28400,3919,2603,7255
17388,1,N,2,27,11111,20,N,200406,경북,8.기타,학생,2913364,6,6,N,,,0,0,201406,72181,0,3610,3552
17389,1,N,2,67,42500,20,N,200406,경기,8.기타,기타,35320944,,,N,,,0,0,200706,1026060,,10133,10312
17390,1,N,2,42,14861,20,N,200406,울산,1.주부,주부,63340132,6,99,Y,5.서비스,2차산업 종사자,2,12,201603,636946,0,4938,4258
17391,1,N,2,47,28750,20,N,200406,울산,1.주부,주부,26884750,1,99,Y,4.전문직,전문직,2,17,201508,494665,0,7223,5220
17392,1,N,1,34,24166,20,N,200407,광주,6.제조업,2차산업 종사자,23217453,,,N,,,0,0,200407,162850,3844,6430,3844
17395,1,N,2,33,7222,20,N,200407,인천,3.사무직,단순 사무직,2172480,,,N,,,0,0,201606,17520,2774,2971,2774
17396,1,N,2,38,46527,20,N,200407,서울,3.사무직,사무직,3776476,6,6,Y,5.서비스,2차산업 종사자,0,0,201606,70022,4281,0,9010
17399,1,N,1,46,20555,20,N,200408,울산,5.서비스,2차산업 종사자,38501139,7,7,Y,,,2,9,200903,1804641,5562,5782,5562
17402,1,N,2,59,4231,11,N,200408,충남,1.주부,주부,8069866,9,9,N,,,0,0,200409,57400,0,4531,4524
17403,2,,1,38,3706,12,N,200408,광주,3.사무직,사무직,24125910,6,6,Y,4.전문직,사무직,0,0,200411,170500,4000,2895,8236
17404,1,N,1,41,8888,20,N,200408,부산,3.사무직,사무직,16692876,6,6,N,,,0,0,201605,181800,4338,3697,4338
17406,1,N,2,34,6527,20,N,200409,충북,1.주부,주부,8442584,,,Y,2.자영업,자영업,0,0,200507,136200,0,3262,3342
17408,1,N,2,34,13055,20,N,200409,울산,4.전문직,의료직 종사자,744992,6,6,N,,,0,0,201606,29740,3071,0,3071
17409,1,N,2,51,37777,20,N,200409,광주,1.주부,주부,11816406,6,6,N,,,0,0,200711,229200,0,10193,10049
17411,1,N,2,70,55972,20,N,200409,대구,1.주부,주부,5507757,,,N,,,0,0,200409,334300,,10864,10582
17412,1,N,2,64,17916,20,N,200409,광주,1.주부,주부,31403347,,,Y,8.기타,단순 노무직,0,0,200704,281549,,5078,4810
17413,1,N,1,42,21388,20,N,200409,경북,4.전문직,전문직,27541807,6,6,Y,1.주부,주부,2,9,200411,198700,5469,7633,5469
17415,1,N,2,53,15199,20,N,200410,대전,4.전문직,종교인/역술인,10776435,,,N,,,0,0,200410,127500,3989,7659,3989
17416,1,N,2,38,8368,70,N,200410,인천,4.전문직,공무원,21044935,1,99,N,,,0,0,201510,798969,3625,0,3625
17417,1,N,2,56,5494,30,N,200410,경기,5.서비스,3차산업 종사자,91133775,6,6,Y,,,2,31,200902,818954,4286,4206,4286
17418,1,Y,2,52,5348,99,N,200410,충남,7.1차산업,1차산업 종사자,5828612,6,6,Y,7.1차산업,1차산업 종사자,2,25,201606,100137,3444,0,7304
17419,1,N,2,46,0,,N,200410,경남,5.서비스,3차산업 종사자,10193825,,,N,,,0,0,200411,177500,4049,0,4049
17420,2,,1,47,44444,20,N,200410,서울,4.전문직,전문직,15556495,6,6,Y,3.사무직,사무직,2,15,200411,113950,6747,10362,10792
17421,1,N,1,55,11935,40,N,200411,서울,2.자영업,자영업,1006681,9,99,Y,5.서비스,2차산업 종사자,1,29,201606,64619,5056,6750,9310
17424,1,N,2,37,35416,20,N,200411,서울,4.전문직,전문직,43064581,4,6,N,,,0,0,201407,478004,4017,7886,4017
17425,2,,2,62,28888,20,N,200411,경기,6.제조업,2차산업 종사자,31022780,6,6,Y,3.사무직,사무직,2,32,200702,592978,,8069,8310
17426,1,Y,1,36,7408,50,N,200411,경기,8.기타,학생,47863272,,,N,,,0,0,200702,156100,0,2397,2397
17427,1,Y,2,57,14100,40,N,200411,서울,8.기타,3차산업 종사자,14095730,,,Y,6.제조업,운전직,0,0,200704,128260,3851,6187,6098
17428,2,,2,49,19027,20,N,200411,인천,1.주부,주부,14257490,6,6,Y,3.사무직,사무직,3,16,201104,235710,0,7338,5683
17429,1,N,1,50,11666,20,N,200412,서울,5.서비스,2차산업 종사자,7698804,6,6,N,,,0,0,200502,210120,4792,5484,4792
17432,1,N,1,55,23333,20,N,200412,전북,2.자영업,자영업,8058563,6,6,N,,,0,0,201004,59199,6112,9931,6112
17433,1,N,1,37,12777,20,N,200412,경기,2.자영업,자영업,36372935,6,6,N,,,0,0,200801,520374,4066,4272,4066
17434,1,N,2,60,20555,20,N,200412,울산,2.자영업,자영업,15218909,4,99,Y,2.자영업,자영업,2,34,201606,4139983,6172,6214,11276
17436,1,Y,2,50,10486,99,N,200501,부산,1.주부,주부,5655211,8,9,Y,3.사무직,사무직,0,0,201308,423973,0,0,6086
17438,1,N,2,61,7222,30,N,200501,경기,1.주부,주부,3505520,,,N,,,0,0,200604,36070,,3900,3958
17441,1,N,1,69,8611,30,N,200502,경기,8.기타,기타,2934000,5,99,N,,,0,0,201603,24450,,1972,1953
17445,1,Y,1,33,6250,30,N,200502,부산,8.기타,학생,6090630,,,N,,,0,0,200810,45500,0,4151,4151
17446,1,N,2,40,24948,30,N,200503,서울,4.전문직,의료직 종사자,4194538,,,N,,,0,0,200503,100360,3788,7599,3788
17448,2,,2,54,3494,11,N,200503,강원,5.서비스,3차산업 종사자,27116700,6,6,Y,,,1,33,200610,228444,3410,4672,3410
17449,1,N,2,38,22222,20,N,200503,부산,1.주부,주부,36820162,2,99,Y,6.제조업,운전직,0,0,201605,639036,0,5441,4213
17452,1,N,1,70,6527,20,N,200503,경기,5.서비스,2차산업 종사자,12363750,,,N,,,0,0,200510,294450,,2550,2556
17453,1,N,2,48,52083,20,N,200503,서울,1.주부,주부,3615710,,,N,,,0,0,200503,32900,0,10643,10546
17454,1,N,2,60,20277,20,N,200504,전북,8.기타,학생,67797600,2,99,Y,3.사무직,사무직,2,33,201606,2149600,0,7800,7891
17457,2,,2,54,18055,20,Y,200504,부산,1.주부,주부,21887084,,,Y,4.전문직,사무직,1,25,200804,550780,0,6821,4997
17459,1,N,1,34,0,,N,200504,전북,3.사무직,사무직,10158726,,,Y,1.주부,주부,3,2,201409,344149,3618,0,3618
17463,1,N,2,54,6223,12,N,200505,서울,1.주부,주부,22703040,,,N,,,0,0,200704,466480,0,6178,6156
17464,1,Y,2,59,31111,20,N,200505,경기,1.주부,주부,20239627,6,6,Y,3.사무직,사무직,1,33,200601,239194,0,10677,5785
17465,2,,2,47,7916,30,N,200505,경기,1.주부,주부,,6,6,Y,5.서비스,2차산업 종사자,1,8,200505,188000,0,3608,5048
17466,1,N,2,36,10153,40,N,200505,전북,4.전문직,교육관련직,8179953,,,N,,,0,0,200610,139900,2993,4555,2993
17468,1,N,2,53,53055,20,N,200506,경기,1.주부,주부,8523197,,,N,,,0,0,200506,71620,0,10768,10723
17470,2,,1,63,3244,11,N,200506,충북,2.자영업,자영업,32809984,6,6,N,,,0,0,200507,296800,,3447,3400
17471,1,N,2,35,22657,11,N,200506,경기,1.주부,주부,8404860,5,5,Y,5.서비스,3차산업 종사자,1,10,200803,84570,0,4654,3913
17472,1,N,2,68,0,,N,200507,서울,1.주부,주부,21049133,,,Y,,,1,33,200507,160790,,0,1968
17475,1,N,2,29,21250,20,N,200507,경기,5.서비스,예체능계 종사자,33104506,6,99,N,,,0,0,200606,906828,3025,5350,3025
17476,1,N,1,75,5272,13,N,200507,울산,7.1차산업,1차산업 종사자,7696800,,,Y,1.주부,주부,0,0,201506,64140,,1577,3507
17478,1,Y,2,49,7600,40,N,200507,대구,5.서비스,3차산업 종사자,3021612,6,6,Y,2.자영업,자영업,2,22,201106,145200,3460,3288,9100
17479,1,N,2,55,28750,20,N,200508,대구,1.주부,주부,73371462,6,6,Y,4.전문직,전문직,1,32,201202,1076314,0,10270,8888
17481,1,N,2,68,10099,99,N,200508,부산,8.기타,기타,24877980,,,Y,8.기타,단순 노무직,1,35,201212,357603,,0,0
17484,1,N,1,48,13055,20,N,200508,경남,2.자영업,자영업,,6,6,Y,2.자영업,3차산업 종사자,2,7,201409,464318,5582,5924,9703
17485,1,N,2,44,21953,11,N,200508,전북,1.주부,주부,4521618,,,Y,3.사무직,사무직,0,0,200508,181430,0,5450,4043
17487,1,N,2,34,3888,20,N,200508,강원,3.사무직,단순 사무직,17798721,6,6,N,,,0,0,201008,207400,3132,1945,3132
17488,1,Y,2,44,36944,20,N,200509,경기,1.주부,주부,16071678,,,Y,2.자영업,자영업,2,17,200910,172986,0,8763,4787
17489,1,N,2,35,7817,13,N,200509,서울,4.전문직,교육관련직,7954690,,,N,,,0,0,200509,103000,3286,3223,3286
17490,1,N,2,73,10277,20,N,200509,경기,1.주부,주부,5149330,,,Y,8.기타,단순 노무직,0,0,201001,103670,,0,1225
17491,1,N,2,61,15000,30,N,200509,경기,1.주부,주부,5299148,,,Y,5.서비스,2차산업 종사자,1,33,200802,256140,,5479,5332
17492,1,N,2,62,25277,20,N,200509,부산,1.주부,주부,26748399,,,Y,6.제조업,운전직,2,29,200609,588757,,7993,8098
17493,1,N,2,75,4636,13,N,200509,부산,2.자영업,자영업,9844671,,,N,,,0,0,200802,134900,,1549,1534
17495,1,N,2,61,4722,30,N,200509,대전,1.주부,주부,11209426,5,99,Y,,,0,0,201602,116656,,3339,3497
17498,1,N,1,35,13250,99,N,200509,경북,3.사무직,사무직,38760745,,,N,,,0,0,200702,627537,3971,0,3971
17499,1,N,2,35,93194,20,N,200509,서울,1.주부,주부,13549560,6,6,N,,,0,0,201606,500000,0,11941,11792
17500,1,N,2,53,18221,11,N,200510,경기,1.주부,주부,11828195,,,N,,,0,0,201606,111963,0,6202,6154
17502,1,N,2,72,15277,20,N,200510,충북,8.기타,기타,9731970,,,Y,,,0,0,201206,101760,,2564,4304
17503,1,N,2,46,5771,12,N,200510,경남,4.전문직,교육관련직,12664664,,,N,,,0,0,200510,99160,2944,3269,2944
17504,1,N,2,54,7344,40,N,200510,경남,2.자영업,자영업,410500,7,8,Y,5.서비스,3차산업 종사자,1,32,200511,205250,3625,5483,8322
17505,2,,2,44,31944,20,Y,200511,울산,2.자영업,3차산업 종사자,29291166,2,6,Y,4.전문직,전문직,2,16,201305,391795,4609,7750,10219
17506,1,N,2,30,9722,30,N,200511,경기,3.사무직,사무직,2008001,6,6,N,,,0,0,201606,54341,2878,3266,2878
17507,1,N,2,57,19151,12,N,200511,서울,1.주부,주부,74010565,6,6,Y,3.사무직,사무직,2,31,201605,590261,0,7535,4388
17508,1,N,2,45,11388,20,N,200511,경기,1.주부,주부,36936075,6,6,Y,2.자영업,자영업,0,0,200903,722646,0,3940,4749
17509,1,N,1,39,13429,99,N,200511,서울,4.전문직,전문직,4131295,,,N,,,0,0,200810,260650,4224,0,4224
17510,1,N,2,69,26944,20,N,200511,경기,1.주부,주부,15306825,,,N,,,0,0,200512,122700,,5842,5806
17511,1,N,2,63,7916,40,N,200511,경남,1.주부,주부,17912870,6,6,Y,4.전문직,의료직 종사자,0,0,200512,142460,,4227,4186
17513,1,N,1,43,9583,30,N,200512,인천,3.사무직,사무직,27335050,,,Y,,,1,8,201602,328384,4098,3937,4098
17515,1,N,1,50,9027,30,N,200512,경기,6.제조업,운전직,6202773,6,6,Y,1.주부,주부,2,13,201004,183730,4622,3297,4622
17516,1,N,2,71,17330,11,N,200512,충북,2.자영업,자영업,2538900,,,N,,,0,0,201606,20150,,2488,2449
17518,1,Y,2,36,18611,20,N,200512,경남,1.주부,주부,6297100,6,6,Y,,,1,7,201203,54200,0,5715,5385
17519,2,,1,33,7083,30,N,200512,인천,3.사무직,사무직,1430673,6,8,N,,,0,0,201606,32060,3412,3290,3412
17520,1,N,1,40,7777,20,N,200512,광주,4.전문직,3차산업 종사자,16973630,,,Y,4.전문직,의료직 종사자,1,10,200512,134990,3972,2940,6705
17521,2,,1,37,7430,11,N,200512,경북,2.자영업,자영업,4349148,6,6,N,,,0,0,200610,168700,4166,3613,4166
17522,1,Y,1,58,10770,40,N,200512,경기,3.사무직,3차산업 종사자,37752354,,,Y,8.기타,3차산업 종사자,3,24,201401,206640,4833,5774,8616
17524,1,Y,2,42,40555,20,N,200512,경기,1.주부,주부,22734068,,,Y,3.사무직,사무직,1,18,201012,256600,0,9972,5361
17525,2,,1,52,7563,12,N,200601,울산,5.서비스,2차산업 종사자,670788,1,99,Y,5.서비스,3차산업 종사자,2,16,201606,58262,4250,5508,8850
17527,1,N,1,35,12632,99,N,200601,경기,8.기타,운전직,42565710,6,6,Y,1.주부,주부,0,0,201203,630263,3892,0,3892
17533,1,N,2,35,3472,20,N,200601,전북,4.전문직,교육관련직,2538200,7,9,N,,,0,0,201606,25900,2938,2629,2938
17539,1,N,1,33,17777,20,N,200602,인천,4.전문직,전문직,14706762,6,6,N,,,0,0,201511,300138,3678,4905,3678
17540,1,N,2,60,16250,20,N,200602,경남,1.주부,주부,10563000,,,Y,6.제조업,2차산업 종사자,0,0,200709,136000,0,6113,4796
17542,1,N,2,64,18888,20,N,200602,경기,1.주부,주부,21295346,,,N,,,0,0,200602,172070,,6336,6336
17543,1,N,2,54,16579,12,N,200602,서울,8.기타,단순 노무직,22211463,,,Y,5.서비스,2차산업 종사자,2,25,200908,261675,3965,7061,6937
17545,1,N,2,61,6601,40,N,200602,경북,2.자영업,자영업,6439940,6,6,Y,5.서비스,2차산업 종사자,0,0,201104,236888,,4860,4781
17546,1,N,2,56,8358,13,N,200602,서울,1.주부,주부,4792096,9,9,Y,,,3,26,201105,208352,0,5931,5878
17547,2,,2,31,11684,99,N,200602,부산,8.기타,학생,7087998,,,N,,,0,0,201606,57626,0,0,0
17551,1,Y,1,57,9950,12,N,200603,부산,5.서비스,3차산업 종사자,6717100,6,6,Y,5.서비스,3차산업 종사자,0,0,201606,103340,3953,0,3953
17553,1,N,1,33,2600,12,N,200603,대전,8.기타,3차산업 종사자,8561624,3,6,N,,,0,0,201109,59970,3156,2915,3156
17556,1,N,2,36,3611,30,N,200603,경북,3.사무직,기업/단체 임원,3745044,7,7,Y,3.사무직,고위 공무원,1,11,200702,45957,2945,2601,7116
17557,1,Y,2,65,28055,20,N,200603,부산,1.주부,주부,19322745,,,Y,3.사무직,사무직,0,0,200612,234079,,7544,7801
17560,2,,2,56,5416,20,N,200604,경북,1.주부,주부,2039099,2,99,Y,5.서비스,2차산업 종사자,0,0,201506,171497,0,4753,4052
17561,2,,2,51,20555,20,N,200604,경기,3.사무직,기업/단체 임원,284168047,6,6,Y,5.서비스,3차산업 종사자,1,14,201312,2802560,8445,7566,12752
17562,1,N,2,69,10274,30,N,,,,,7037626,,,,,,,,200604,66430,,3011,
17563,1,N,2,45,31805,20,N,200604,울산,1.주부,주부,18114767,,,N,,,0,0,200607,397900,0,7668,6198
17565,1,N,1,54,12083,30,N,200605,경기,3.사무직,사무직,15369607,,,Y,2.자영업,자영업,1,30,201302,489400,4877,5373,9765
17566,1,N,2,69,3480,99,N,200605,충북,1.주부,주부,21654868,,,N,,,0,0,200605,208300,,0,0
17567,1,N,2,63,40833,30,N,200605,서울,8.기타,단순 노무직,7866210,,,N,,,0,0,201606,65010,,0,0
17568,1,N,2,56,13653,40,N,200605,부산,5.서비스,3차산업 종사자,49267044,6,6,Y,5.서비스,3차산업 종사자,2,28,200909,7393592,3137,6583,7639
17572,2,,2,46,18611,20,N,200605,경기,1.주부,주부,36848978,6,6,Y,6.제조업,전문직,1,19,201106,347431,0,6052,5174
17573,2,,2,61,0,,N,200605,경기,2.자영업,자영업,43340365,4,6,Y,2.자영업,자영업,2,34,201009,1915789,,0,
17574,1,Y,1,31,15000,20,N,200605,광주,8.기타,학생,9555825,,,N,,,0,0,200611,123700,0,5471,5301
17575,1,N,2,55,67222,20,N,200606,인천,3.사무직,단순 사무직,74448446,6,6,Y,,,2,24,200806,1141331,4627,12153,4627
17576,1,Y,1,60,14861,20,N,200606,경기,2.자영업,자영업,,,,Y,1.주부,주부,0,0,200612,265420,4773,4944,4773
17577,1,N,2,33,3472,30,Y,200606,충북,2.자영업,3차산업 종사자,9531112,7,7,Y,2.자영업,자영업,2,8,201109,359143,3275,3725,7952
17578,1,N,2,62,23773,11,N,200606,경남,1.주부,주부,9515268,,,N,,,0,0,201305,113277,,7055,6842
17579,1,Y,2,26,3888,30,N,200606,부산,3.사무직,사무직,6071976,6,6,N,,,0,0,201005,88850,2352,4017,2352
17580,1,N,1,36,0,,N,200606,제주,4.전문직,사무직,30357434,6,6,Y,1.주부,주부,2,10,201110,419862,4598,0,4598
17581,2,,2,55,19895,12,N,200607,울산,1.주부,주부,17940310,,,N,,,0,0,200607,151000,0,7034,6726
17582,1,N,2,74,7161,12,N,200607,부산,8.기타,기타,8970452,,,N,,,0,0,200708,97420,,1661,1635
17585,1,N,2,48,11527,20,N,200607,부산,1.주부,주부,2838000,,,N,,,0,0,201308,33000,0,4055,4038
17586,1,N,2,55,21999,40,N,200607,부산,4.전문직,교육관련직,,9,9,Y,,,1,27,201606,65350,5305,0,5305
17588,1,N,2,57,26111,20,N,200608,경기,1.주부,주부,295993363,,,Y,2.자영업,자영업,2,27,200904,2514571,0,8994,5263
17589,1,N,2,68,15763,30,N,200608,부산,2.자영업,자영업,20043214,,,N,,,0,0,200608,330030,,5183,5113
17590,1,N,2,43,0,,N,200608,경남,3.사무직,사무직,16223721,6,6,Y,3.사무직,사무직,0,0,200906,300000,3453,0,7909
17592,1,N,1,46,9638,99,N,200608,충남,3.사무직,단순 사무직,6690630,7,7,Y,1.주부,주부,3,6,201106,158557,4241,0,4241
17593,1,N,1,41,16944,20,N,200608,울산,6.제조업,2차산업 종사자,15651942,6,6,Y,1.주부,주부,2,11,201001,205813,4634,5272,4634
17594,1,N,1,59,18232,12,N,200609,서울,6.제조업,운전직,11276835,,,Y,,,1,30,200609,222000,4853,7581,4853
17595,1,N,1,56,4444,20,N,200609,충남,5.서비스,2차산업 종사자,4089291,6,6,N,,,0,0,201606,63465,4265,4152,4265
17596,1,N,2,64,4861,30,N,200609,충남,1.주부,주부,,,,Y,4.전문직,사무직,0,0,200609,111500,,2788,2707
17597,1,N,2,46,13257,12,N,200609,서울,,,2229500,,,N,,,0,0,201606,24500,3782,0,3782
17602,1,Y,2,37,5277,20,N,200610,경기,3.사무직,기업/단체 임원,12587055,7,7,N,,,0,0,201406,110500,3456,3448,3456
17605,1,N,2,36,0,,N,200610,경기,1.주부,주부,4250573,,,Y,4.전문직,종교인/역술인,1,10,200801,133418,0,0,3913
17606,1,N,2,50,25972,20,N,200610,부산,1.주부,주부,11909945,,,Y,3.사무직,공무원,0,0,200611,103700,0,9542,5327
17607,1,N,1,40,11473,40,N,200610,인천,5.서비스,3차산업 종사자,10305380,10,10,N,,,0,0,201408,486580,4215,4407,4215
17608,1,N,1,62,33888,20,N,200611,서울,4.전문직,전문직,18178480,4,6,Y,3.사무직,단순 사무직,2,23,200804,394580,,7926,
17609,1,N,1,53,3828,30,N,200611,강원,5.서비스,3차산업 종사자,17489904,6,6,N,,,0,0,200706,165300,4354,5063,4354
17610,1,N,2,46,19495,20,N,200611,경남,1.주부,주부,8644908,6,6,N,,,0,0,201103,132593,0,0,0
